Code_secteur_D;Pop_Sum;missing
"335357";"1399.0";0
"335358";"2308.0";0
"335451";"6208.0";0
"335452";"1031.0";0
"335453";"1490.0";0
"335454";"508.0";0
"335455";"4168.0";0
"335456";"5073.0";0
"335457";"2050.0";0
"335458";"1482.0";0
"335459";"3111.0";0
"335460";"3938.0";0
"335551";"3367.0";0
"335552";"2028.0";0
"335553";"1095.0";0
"335554";"2214.0";0
"335555";"2913.0";0
"335651";"11160.0";0
"335652";"2573.0";0
"335653";"3683.0";0
"335654";"6432.0";0
"335655";"5054.0";0
"335656";"5542.0";0
"335657";"6607.0";0
"335658";"2370.0";0
"335659";"3864.0";0
"335660";"6468.0";0
"335661";"4930.0";0
"335751";"15399.0";0
"335752";"10315.0";0
"335753";"4436.0";0
"335754";"2425.0";0
"335755";"2462.0";0
"335756";"3376.0";0
"335757";"3706.0";0
"335758";"4988.0";0
"335759";"4219.0";0
"335760";"4650.0";0
"335851";"12276.0";0
"335852";"12285.0";0
"335853";"1840.0";0
"335854";"4736.0";0
"335951";"7031.0";0
"335952";"5521.0";0
"335953";"4230.0";0
"335954";"5454.0";0
"335955";"1654.0";0
"336051";"2299.0";0
"336052";"6778.0";0
"336053";"2227.0";0
"336054";"3900.0";0
"336055";"3067.0";0
"336056";"4257.0";0
"336057";"2295.0";0
"336058";"2760.0";0
"336059";"2541.0";0
"336060";"2831.0";0
"336061";"2065.0";0
"336062";"5288.0";0
"336151";"5938.0";0
"336152";"12463.0";0
"336153";"4824.0";0
"336154";"3974.0";0
"336155";"6063.0";0
"336157";"2861.0";0
"336158";"2444.0";0
"336251";"5394.0";0
"336252";"6209.0";0
"336351";"3524.0";0
"336352";"3116.0";0
"336353";"3070.0";0
"336354";"3949.0";0
"345151";"4239.0";0
"345152";"2653.0";0
"345153";"7748.0";0
"345154";"14760.0";0
"345155";"12251.0";0
"345156";"7688.0";0
"345157";"13626.0";0
"345158";"5246.0";0
"345159";"4470.0";0
"345160";"4550.0";0
"345161";"7115.0";0
"345162";"13366.0";0
"345251";"12721.0";0
"345252";"20333.0";0
"345253";"14444.0";0
"345254";"8177.0";0
"345255";"6201.0";0
"345256";"21010.0";0
"345257";"22352.0";0
"345351";"15036.0";0
"345352";"12648.0";0
"345353";"23414.0";0
"345354";"11908.0";0
"345355";"18106.0";0
"345356";"4523.0";0
"345357";"11013.0";0
"345451";"12841.0";0
"345452";"10511.0";0
"345453";"20476.0";0
"345454";"9073.0";0
"345455";"13662.0";0
"345456";"27585.0";0
"345457";"16774.0";0
"345458";"12535.0";0
"345551";"30163.0";0
"345552";"19677.0";0
"345553";"29463.0";0
"345554";"14095.0";0
"345555";"20756.0";0
"345556";"7395.0";0
"345557";"21167.0";0
"345651";"28648.0";0
"345652";"24701.0";0
"345653";"26412.0";0
"345751";"16883.0";0
"345752";"8644.0";0
"345753";"3538.0";0
"345754";"4125.0";0
"345755";"5717.0";0
"345756";"3322.0";0
"345757";"1229.0";0
"345758";"3194.0";0
"345851";"14352.0";0
"345852";"6009.0";0
"345853";"3097.0";0
"345854";"10852.0";0
"345855";"2817.0";0
"345856";"9693.0";0
"345857";"5096.0";0
"345858";"6448.0";0
"345951";"8105.0";0
"345952";"7609.0";0
"345953";"4689.0";0
"345954";"4366.0";0
"345955";"5512.0";0
"345956";"5527.0";0
"346051";"16740.0";0
"346052";"6732.0";0
"346053";"5863.0";0
"346054";"2160.0";0
"346055";"5355.0";0
"346056";"5235.0";0
"346057";"5054.0";0
"346058";"4149.0";0
"346059";"4146.0";0
"346151";"3613.0";0
"346152";"4711.0";0
"346153";"4065.0";0
"346154";"1222.0";0
"346155";"1961.0";0
"346156";"1353.0";0
"346157";"3820.0";0
"346158";"4981.0";0
"346159";"1937.0";0
"346160";"6785.0";0
"346161";"3265.0";0
"346162";"4833.0";0
"346251";"3858.0";0
"346252";"6089.0";0
"346253";"4270.0";0
"346254";"1623.0";0
"346255";"838.0";0
"346351";"7748.0";0
"346352";"4743.0";0
"346353";"5672.0";0
"346354";"1301.0";0
"346355";"1933.0";0
"346356";"2069.0";0
"346357";"5072.0";0
"346358";"4347.0";0
"346359";"3846.0";0
"346360";"4551.0";0
"346361";"4750.0";0
"346362";"9307.0";0
"346451";"3848.0";0
"346452";"3700.0";0
"346453";"1705.0";0
"346454";"17558.0";0
"346455";"4799.0";0
"346456";"4205.0";0
"346457";"4220.0";0
"346551";"7898.0";0
"346552";"9679.0";0
"346553";"8513.0";0
"346554";"4381.0";0
"346555";"2957.0";0
"346556";"2270.0";0
"346651";"3014.0";0
"346652";"2085.0";0
"346653";"791.0";0
"346654";"4168.0";0
"346655";"1101.0";0
"346656";"942.0";0
"346657";"356.0";0
"346658";"554.0";0
"346659";"1106.0";0
"346660";"1265.0";0
"415151";"1301.0";0
"415152";"9081.0";0
"415153";"3984.0";0
"415154";"5801.0";0
"415155";"26291.0";0
"415156";"4129.0";0
"415157";"20865.0";0
"415158";"14232.0";0
"415159";"9115.0";0
"415160";"1295.0";0
"415161";"2419.0";0
"415162";"4948.0";0
"415251";"21436.0";0
"415252";"19037.0";0
"415253";"8915.0";0
"415254";"2577.0";0
"415255";"5993.0";0
"415256";"4094.0";0
"415257";"6345.0";0
"415258";"2763.0";0
"415259";"4160.0";0
"415260";"3226.0";0
"415261";"3077.0";0
"415262";"4498.0";0
"415263";"2667.0";0
"415264";"3259.0";0
"415265";"3021.0";0
"415351";"10790.0";0
"415352";"4515.0";0
"415353";"3793.0";0
"415354";"2701.0";0
"415355";"6058.0";0
"415356";"3863.0";0
"415357";"2797.0";0
"415358";"2676.0";0
"415451";"10656.0";0
"415452";"2336.0";0
"415453";"3439.0";0
"415454";"5210.0";0
"415455";"4224.0";0
"415456";"11224.0";0
"415457";"6058.0";0
"415458";"5263.0";0
"415459";"2035.0";0
"415460";"7705.0";0
"415461";"6790.0";0
"415462";"2864.0";0
"415463";"3828.0";0
"415464";"2678.0";0
"415465";"3340.0";0
"415551";"2838.0";0
"415552";"4746.0";0
"415553";"5405.0";0
"415554";"1557.0";0
"415555";"3069.0";0
"415556";"2449.0";0
"415558";"1327.0";0
"415560";"2053.0";0
"415561";"3010.0";0
"415651";"10870.0";0
"415652";"6377.0";0
"415653";"3762.0";0
"415654";"9198.0";0
"415655";"4864.0";0
"415656";"3334.0";0
"415657";"3011.0";0
"415658";"3076.0";0
"415751";"8105.0";0
"415752";"2261.0";0
"415753";"2862.0";0
"415754";"3295.0";0
"415755";"2122.0";0
"415756";"1884.0";0
"415757";"2225.0";0
"415758";"3084.0";0
"415759";"3059.0";0
"415851";"11867.0";0
"415852";"3293.0";0
"415853";"4916.0";0
"415854";"4025.0";0
"415855";"2320.0";0
"415856";"2966.0";0
"415857";"3900.0";0
"415858";"4429.0";0
"415859";"2939.0";0
"415951";"5467.0";0
"415952";"5160.0";0
"415956";"4192.0";0
"415957";"2305.0";0
"415958";"3186.0";0
"416051";"9139.0";0
"416052";"5222.0";0
"416053";"3292.0";0
"416054";"4508.0";0
"416055";"6707.0";0
"416151";"14830.0";0
"416152";"6170.0";0
"416153";"5089.0";0
"416154";"5001.0";0
"416155";"4188.0";0
"416156";"3600.0";0
"416157";"4219.0";0
"416158";"3327.0";0
"416159";"4496.0";0
"416160";"4298.0";0
"416161";"8105.0";0
"416162";"2641.0";0
"416163";"8065.0";0
"416164";"4605.0";0
"416251";"4733.0";0
"416252";"1708.0";0
"416351";"2653.0";0
"416352";"6504.0";0
"416353";"3523.0";0
"425151";"25063.0";0
"425152";"19921.0";0
"425153";"15507.0";0
"425154";"6855.0";0
"425155";"3480.0";0
"425156";"4099.0";0
"425251";"6245.0";0
"425252";"2326.0";0
"425253";"4000.0";0
"425254";"10878.0";0
"425255";"1951.0";0
"425256";"1648.0";0
"425351";"3167.0";0
"425352";"2839.0";0
"425353";"2854.0";0
"425354";"5544.0";0
"425355";"6510.0";0
"425356";"3570.0";0
"425451";"6922.0";0
"425452";"1872.0";0
"425453";"3266.0";0
"425454";"2591.0";0
"425455";"8235.0";0
"425551";"17413.0";0
"425552";"8253.0";0
"425553";"3788.0";0
"425554";"4302.0";0
"425555";"3944.0";0
"425556";"4699.0";0
"425557";"4412.0";0
"425558";"3386.0";0
"425559";"5345.0";0
"425560";"6983.0";0
"425561";"5975.0";0
"425562";"2999.0";0
"425563";"9261.0";0
"425564";"3735.0";0
"425651";"14222.0";0
"425652";"9017.0";0
"425653";"4953.0";0
"425654";"5084.0";0
"425655";"4821.0";0
"425656";"3449.0";0
"425657";"7074.0";0
"425751";"6737.0";0
"425752";"1826.0";0
"425753";"1177.0";0
"425754";"1103.0";0
"425755";"1223.0";0
"425851";"3990.0";0
"425852";"5095.0";0
"425853";"3710.0";0
"425854";"1604.0";0
"425855";"4648.0";0
"425856";"1068.0";0
"425951";"7058.0";0
"425952";"7995.0";0
"425953";"1573.0";0
"425954";"3779.0";0
"425955";"694.0";0
"425956";"854.0";0
"425957";"2169.0";0
"425958";"950.0";0
"425959";"3030.0";0
"425960";"1148.0";0
"425961";"738.0";0
"425962";"999.0";0
"425963";"693.0";0
"426051";"4474.0";0
"426052";"1215.0";0
"426053";"404.0";0
"426054";"849.0";0
"426055";"421.0";0
"426056";"797.0";0
"426151";"13652.0";0
"426152";"4302.0";0
"426153";"5732.0";0
"426154";"2436.0";0
"426155";"3865.0";0
"426156";"2355.0";0
"426157";"3402.0";0
"426158";"2041.0";0
"426159";"1080.0";0
"426160";"1951.0";0
"426161";"4237.0";0
"426162";"2482.0";0
"426163";"3128.0";0
"426251";"11931.0";0
"426252";"7435.0";0
"426253";"16517.0";0
"426254";"1633.0";0
"426255";"1258.0";0
"426256";"1636.0";0
"426257";"3865.0";0
"426258";"2367.0";0
"426259";"1628.0";0
"426260";"1052.0";0
"426261";"9680.0";0
"426262";"582.0";0
"426351";"6098.0";0
"426352";"6133.0";0
"426353";"6450.0";0
"426354";"2106.0";0
"426355";"698.0";0
"426356";"5424.0";0
"426357";"1106.0";0
"435151";"7696.0";0
"435152";"11612.0";0
"435153";"5548.0";0
"435156";"2676.0";0
"435157";"2413.0";0
"435158";"3119.0";0
"435159";"15669.0";0
"435160";"2237.0";0
"435161";"10983.0";0
"435162";"10558.0";0
"435251";"12317.0";0
"435252";"4780.0";0
"435253";"4575.0";0
"435254";"10609.0";0
"435255";"2316.0";0
"435256";"5124.0";0
"435257";"3482.0";0
"435258";"4786.0";0
"435259";"2394.0";0
"435260";"3476.0";0
"435261";"4102.0";0
"435351";"3866.0";0
"435352";"11817.0";0
"435353";"2867.0";0
"435354";"3467.0";0
"435355";"2859.0";0
"435356";"5857.0";0
"435357";"1268.0";0
"435358";"3013.0";0
"435359";"3149.0";0
"435360";"4534.0";0
"435361";"2822.0";0
"435451";"5373.0";0
"435452";"5207.0";0
"435453";"4669.0";0
"435454";"3533.0";0
"435455";"3051.0";0
"435551";"19043.0";0
"435552";"226.0";0
"435553";"4133.0";0
"435554";"2351.0";0
"435555";"4164.0";0
"435556";"3026.0";0
"435557";"2522.0";0
"435558";"6219.0";0
"435559";"3524.0";0
"435651";"14409.0";0
"435652";"5294.0";0
"435653";"1420.0";0
"435654";"2821.0";0
"435655";"2648.0";0
"435656";"2975.0";0
"435657";"1857.0";0
"435751";"4453.0";0
"435752";"8872.0";0
"435753";"7427.0";0
"435754";"3803.0";0
"435755";"2446.0";0
"435756";"1112.0";0
"435757";"2935.0";0
"435851";"427.0";0
"435852";"2152.0";0
"435853";"1094.0";0
"435854";"5080.0";0
"435855";"5338.0";0
"435856";"3891.0";0
"435857";"624.0";0
"435858";"693.0";0
"435859";"2360.0";0
"435951";"5098.0";0
"435952";"1398.0";0
"435953";"2374.0";0
"435954";"3031.0";0
"435955";"2960.0";0
"435956";"4630.0";0
"435957";"3102.0";0
"435958";"381.0";0
"436051";"9748.0";0
"436052";"2377.0";0
"436053";"2745.0";0
"436054";"1874.0";0
"436055";"1849.0";0
"436056";"1786.0";0
"436057";"2410.0";0
"436058";"1902.0";0
"436059";"3057.0";0
"436151";"17116.0";0
"436154";"2983.0";0
"436155";"3032.0";0
"436156";"2903.0";0
"436157";"2516.0";0
"436158";"2834.0";0
"436159";"4000.0";0
"436160";"2553.0";0
"436161";"3346.0";0
"436162";"2019.0";0
"436166";"3286.0";0
"436167";"2337.0";0
"436251";"3692.0";0
"436252";"2645.0";0
"436253";"1289.0";0
"436254";"1806.0";0
"436255";"3886.0";0
"436256";"1270.0";0
"436257";"1367.0";0
"436258";"1828.0";0
"436259";"2344.0";0
"436351";"9929.0";0
"436352";"3421.0";0
"436353";"3962.0";0
"436354";"6082.0";0
"436355";"4546.0";0
"436451";"5650.0";0
"436452";"5525.0";0
"436453";"3939.0";0
"515151";"7483.0";0
"515152";"9042.0";0
"515153";"15874.0";0
"515154";"5683.0";0
"515155";"8298.0";0
"515251";"2567.0";0
"515252";"14795.0";0
"515253";"3013.0";0
"515254";"3195.0";0
"515255";"3606.0";0
"515256";"6242.0";0
"515257";"4002.0";0
"515351";"24118.0";0
"515352";"23378.0";0
"515353";"14159.0";0
"515354";"17125.0";0
"515355";"2601.0";0
"515356";"804.0";0
"515357";"828.0";0
"515451";"8472.0";0
"515452";"9291.0";0
"515453";"10242.0";0
"515454";"7324.0";0
"515551";"4685.0";0
"515552";"7174.0";0
"515555";"1754.0";0
"515651";"540.0";0
"515652";"669.0";0
"515653";"2534.0";0
"515654";"993.0";0
"515655";"2704.0";0
"515656";"874.0";0
"515657";"1886.0";0
"515751";"7200.0";0
"515752";"13406.0";0
"515753";"8099.0";0
"515754";"9941.0";0
"515755";"9364.0";0
"515756";"513.0";0
"515757";"893.0";0
"515763";"8440.0";0
"515851";"2305.0";0
"515852";"857.0";0
"515853";"764.0";0
"515951";"9616.0";0
"515952";"2930.0";0
"515953";"2741.0";0
"515954";"390.0";0
"515955";"1102.0";0
"516051";"13225.0";0
"516052";"11128.0";0
"516053";"2952.0";0
"516054";"1600.0";0
"516055";"3584.0";0
"516056";"552.0";0
"516057";"7288.0";0
"516058";"2450.0";0
"516059";"5632.0";0
"516060";"5908.0";0
"516063";"3039.0";0
"516151";"356.0";0
"516152";"1015.0";0
"516153";"2399.0";0
"516154";"5920.0";0
"516251";"4379.0";0
"516252";"7256.0";0
"516253";"3310.0";0
"516254";"2986.0";0
"516351";"2264.0";0
"516352";"2229.0";0
"516353";"3918.0";0
"516354";"5749.0";0
"516355";"7192.0";0
"525151";"1148.0";0
"525152";"9282.0";0
"525153";"15369.0";0
"525154";"9286.0";0
"525155";"22292.0";0
"525156";"2796.0";0
"525157";"2455.0";0
"525158";"1382.0";0
"525251";"16708.0";0
"525252";"11289.0";0
"525253";"8906.0";0
"525254";"3795.0";0
"525255";"2252.0";0
"525256";"3818.0";0
"525257";"5542.0";0
"525258";"1360.0";0
"525259";"3032.0";0
"525260";"7209.0";0
"525351";"5381.0";0
"525352";"783.0";0
"525353";"733.0";0
"525354";"1423.0";0
"525355";"1145.0";0
"525356";"2109.0";0
"525357";"2507.0";0
"525358";"2803.0";0
"525359";"1325.0";0
"525360";"877.0";0
"525361";"2371.0";0
"525362";"1455.0";0
"525363";"3935.0";0
"525451";"10554.0";0
"525452";"8290.0";0
"525453";"9552.0";0
"525454";"7347.0";0
"525455";"7374.0";0
"525456";"9970.0";0
"525457";"8373.0";0
"525458";"10335.0";0
"525459";"9008.0";0
"525460";"678.0";0
"525461";"2108.0";0
"525462";"6915.0";0
"525551";"7434.0";0
"525552";"4478.0";0
"525553";"4369.0";0
"525554";"729.0";0
"525555";"4838.0";0
"525556";"9075.0";0
"525557";"8553.0";0
"525558";"5387.0";0
"525559";"2892.0";0
"525560";"5858.0";0
"525561";"5152.0";0
"525562";"1758.0";0
"525563";"2485.0";0
"525564";"6168.0";0
"525565";"3582.0";0
"525566";"2950.0";0
"525651";"9230.0";0
"525652";"13374.0";0
"525653";"7996.0";0
"525654";"5817.0";0
"525655";"7296.0";0
"525656";"7073.0";0
"525657";"4671.0";0
"525658";"7831.0";0
"525659";"11135.0";0
"525660";"4582.0";0
"525661";"10223.0";0
"525751";"20821.0";0
"525752";"18503.0";0
"525753";"8028.0";0
"525754";"5555.0";0
"525755";"6936.0";0
"525756";"9886.0";0
"525757";"4708.0";0
"525851";"9537.0";0
"525852";"1002.0";0
"525853";"1905.0";0
"525854";"6741.0";0
"525855";"2369.0";0
"525856";"2612.0";0
"525951";"3941.0";0
"525952";"1098.0";0
"525953";"1596.0";0
"525954";"2209.0";0
"525955";"948.0";0
"525956";"4927.0";0
"525957";"2605.0";0
"525958";"3250.0";0
"525959";"1611.0";0
"525960";"3915.0";0
"525961";"2344.0";0
"535151";"5536.0";0
"535152";"10244.0";0
"535153";"4937.0";0
"535154";"7805.0";0
"535155";"11734.0";0
"535156";"1779.0";0
"535157";"11440.0";0
"535158";"403.0";0
"535159";"4294.0";0
"535160";"788.0";0
"535161";"1071.0";0
"535162";"1858.0";0
"535163";"1879.0";0
"535164";"1996.0";0
"535165";"1222.0";0
"535251";"4224.0";0
"535252";"3597.0";0
"535253";"2045.0";0
"535254";"2134.0";0
"535255";"3298.0";0
"535256";"3073.0";0
"535257";"3806.0";0
"535258";"469.0";0
"535259";"326.0";0
"535260";"479.0";0
"535261";"3557.0";0
"535262";"6729.0";0
"535263";"326.0";0
"535264";"884.0";0
"535265";"1444.0";0
"535351";"2593.0";0
"535352";"4759.0";0
"535353";"728.0";0
"535451";"2080.0";0
"535452";"1813.0";0
"535453";"4074.0";0
"535454";"115.0";0
"535455";"301.0";0
"535456";"1004.0";0
"535457";"1385.0";0
"535551";"2411.0";0
"535552";"2263.0";0
"535553";"2108.0";0
"535554";"1006.0";0
"535555";"1719.0";0
"535556";"1281.0";0
"535557";"1210.0";0
"535558";"2407.0";0
"535559";"1422.0";0
"535560";"524.0";0
"535651";"2784.0";0
"535652";"3136.0";0
"535751";"3454.0";0
"535752";"3987.0";0
"535753";"936.0";0
"535754";"760.0";0
"535755";"569.0";0
"535757";"258.0";0
"535851";"155.0";0
"535852";"495.0";0
"535853";"2582.0";0
"535854";"3344.0";0
"535855";"1614.0";0
"615151";"2759.0";0
"615152";"1488.0";0
"615153";"1538.0";0
"615154";"1305.0";0
"615155";"1278.0";0
"615156";"1741.0";0
"615157";"1548.0";0
"615251";"5478.0";0
"615252";"1156.0";0
"615253";"1262.0";0
"615254";"626.0";0
"615255";"2952.0";0
"615256";"555.0";0
"615351";"6804.0";0
"615352";"4522.0";0
"615353";"7257.0";0
"615354";"8868.0";0
"615355";"1543.0";0
"615356";"10937.0";0
"615451";"10106.0";0
"615452";"13346.0";0
"615453";"17775.0";0
"615454";"11542.0";0
"615455";"11715.0";0
"615456";"9515.0";0
"615457";"9448.0";0
"615458";"9650.0";0
"615459";"18822.0";0
"615460";"2032.0";0
"615461";"1954.0";0
"615462";"2369.0";0
"615553";"13542.0";0
"615554";"14185.0";0
"615555";"3455.0";0
"615556";"144.0";0
"615557";"441.0";0
"615651";"2360.0";0
"615652";"3928.0";0
"615653";"7993.0";0
"615654";"15655.0";0
"615655";"1485.0";0
"615751";"4492.0";0
"615752";"8869.0";0
"615753";"5585.0";0
"615754";"207.0";0
"615755";"4062.0";0
"615756";"7823.0";0
"615757";"8804.0";0
"615758";"2394.0";0
"615759";"2308.0";0
"615760";"3.0";1
"615851";"6262.0";0
"615852";"8027.0";0
"615853";"2440.0";0
"615854";"154.0";0
"615951";"6106.0";0
"615952";"1183.0";0
"615953";"8461.0";0
"615954";"3018.0";0
"615955";"1264.0";0
"615956";"752.0";0
"616051";"3092.0";0
"616052";"2867.0";0
"616053";"1954.0";0
"616054";"2566.0";0
"616055";"2694.0";0
"616056";"2750.0";0
"616151";"4919.0";0
"616152";"8016.0";0
"616156";"5233.0";0
"616157";"5465.0";0
"616251";"2779.0";0
"616252";"2623.0";0
"616351";"5724.0";0
"616352";"5325.0";0
"616353";"5476.0";0
"625151";"1567.0";0
"625152";"1394.0";0
"625153";"1453.0";0
"625154";"2583.0";0
"625155";"2258.0";0
"625156";"5070.0";0
"625157";"9243.0";0
"625158";"13914.0";0
"625159";"5976.0";0
"625160";"6904.0";0
"625251";"3952.0";0
"625252";"4569.0";0
"625253";"4356.0";0
"625254";"4388.0";0
"625255";"4329.0";0
"625258";"2832.0";0
"625351";"2519.0";0
"625352";"1290.0";0
"625353";"712.0";0
"625354";"1176.0";0
"625355";"598.0";0
"625356";"609.0";0
"625451";"4462.0";0
"625452";"3217.0";0
"625453";"3036.0";0
"625454";"2059.0";0
"625455";"2592.0";0
"625456";"905.0";0
"625457";"1510.0";0
"625458";"6482.0";0
"625551";"6129.0";0
"625552";"57.0";0
"625651";"4732.0";0
"625652";"442.0";0
"625653";"2721.0";0
"635151";"3374.0";0
"635152";"5835.0";0
"635153";"4136.0";0
"635154";"3679.0";0
"635155";"4814.0";0
"635156";"3173.0";0
"635157";"3413.0";0
"635158";"3387.0";0
"635159";"4036.0";0
"635251";"8625.0";0
"635252";"3766.0";0
"635253";"3065.0";0
"635254";"3830.0";0
"635255";"3027.0";0
"635256";"2025.0";0
"635257";"1705.0";0
"635258";"1276.0";0
"635259";"1688.0";0
"635260";"7125.0";0
"635351";"6157.0";0
"635352";"8327.0";0
"635353";"5896.0";0
"635354";"1717.0";0
"635355";"3286.0";0
"635356";"2644.0";0
"635357";"3441.0";0
"635451";"6421.0";0
"635452";"9095.0";0
"635453";"5727.0";0
"635454";"6261.0";0
"635455";"6447.0";0
"635551";"7326.0";0
"635552";"4995.0";0
"635553";"3213.0";0
"635554";"3045.0";0
"635555";"2700.0";0
"635651";"6780.0";0
"635652";"3356.0";0
"635653";"3969.0";0
"635654";"3064.0";0
"635657";"2706.0";0
"635751";"4526.0";0
"635752";"123.0";0
